"Data Source","World Development Indicators",

"Last Updated Date","2017-04-27",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"United Kingdom","GBR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.8338868","","","","","13.79293918","","","","","12.97541858","","","","","12.30739893","","","","","12.09171915","12.09436562","12.32575825","12.28951512","12.36645562","12.41225066","",
"Georgia","GEO","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.48564282","","","","","15.16917042","","","","","15.75805384","","","","","16.57218454","","","","","20.2477697","19.79680894","18.26160101","19.25031444","19.94951889","20.4763228","",
"Ghana","GHA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.25895569","","","","","37.29776512","","","","","36.50148156","","","","","27.06847214","","","","","27.38546471","29.84851562","31.10007313","27.53336504","25.3778426","22.98826426","",
"Gibraltar","GIB","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.51501865","","","","","30.45169521","","","","","30.58253471","","","","","26.28173756","","","","","29.76640612","31.41431199","29.73987261","27.43240718","24.87737117","22.63592379","",
"Gambia, The","GMB","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.04610893","","","","","67.70768828","","","","","70.34528021","","","","","51.42479122","","","","","60.03786817","59.54139942","57.81041324","60.39293584","59.48544873","60.94814767","",
"Guinea-Bissau","GNB","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.17052347","","","","","42.09286987","","","","","41.88874324","","","","","30.92094702","","","","","37.19953493","37.22465835","35.19041059","34.74291709","33.94990267","32.98647968","",
"Equatorial Guinea","GNQ","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.16285206","","","","","47.25860107","","","","","53.70123277","","","","","41.81004277","","","","","42.89914536","46.97997954","45.66061378","45.18452312","46.32019477","47.11721082","",
"Greece","GRC","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.49544782","","","","","12.45954868","","","","","11.99812407","","","","","10.64138672","","","","","11.64990173","11.4010346","11.16884853","12.02425824","12.6601089","13.48711001","",
"Grenada","GRD","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.37287592","","","","","20.35511156","","","","","20.46327041","","","","","17.1387904","","","","","14.23646352","14.0369579","14.47860075","15.23001362","15.03709875","15.1402398","",
"Greenland","GRL","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.147446932","","","","","6.026314562","","","","","6.043513843","","","","","5.5212853","","","","","4.881577078","4.947269234","4.902523735","5.172410008","5.216358613","5.330841384","",
"Guatemala","GTM","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.35224819","","","","","36.02451007","","","","","38.70556943","","","","","37.33177561","","","","","28.78974122","29.34596294","33.46232874","32.91683323","33.25911961","34.84767569","",
"Guam","GUM","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.452167931","","","","","8.374898523","","","","","8.444836789","","","","","8.813820604","","","","","7.620706344","7.54148483","7.672334715","7.924656483","7.596176677","7.393453727","",
"Guyana","GUY","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.24853233","","","","","26.26933274","","","","","26.51026229","","","","","18.30223061","","","","","15.06926936","16.48322643","17.67042104","18.62154061","18.09930812","17.3922441","",
"High income","HIC","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.5898181570874","","","","","16.1789998201078","","","","","15.780289308314","","","","","15.7052903073966","","","","","16.6291686884315","16.5491110161729","16.7396165333062","16.7899730768366","16.6791382820123","16.6484104871383","",
"Hong Kong SAR, China","HKG","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.62332645","","","","","35.83989066","","","","","37.27139965","","","","","40.17349718","","","","","32.02111242","34.13333902","39.41232902","36.95912098","37.11423279","37.59004958","",
"Heavily indebted poor countries (HIPC)","HPC","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.4700036884558","","","","","45.2958291061729","","","","","45.5626146905581","","","","","40.6817199633353","","","","","39.9520563720073","42.1793064254242","42.5451623744379","41.0351821444164","39.5556852752536","38.2142080542757","",
"Croatia","HRV","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.77305554","","","","","20.00939281","","","","","18.02012802","","","","","17.53064305","","","","","17.52935021","16.86451747","17.17789358","18.63551732","20.06918657","21.78040386","",
"Haiti","HTI","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.76331298","","","","","30.78511363","","","","","31.01404248","","","","","30.08168398","","","","","22.5871097","23.36059622","24.13698101","25.21350435","25.0882277","25.837657","",
"Hungary","HUN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.35732124","","","","","28.61255423","","","","","24.30350172","","","","","21.82700469","","","","","22.82931874","21.73224275","20.75975849","20.92537186","21.94633745","23.05838255","",
"IBRD only","IBD","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.9814151434883","","","","","42.9405928906355","","","","","44.0662713919272","","","","","46.716819910071","","","","","46.8910446721969","46.3031512285416","46.9269766275939","47.8350177959139","49.005571530731","50.1243031925843","",
"IDA & IBRD total","IBT","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.6903623967085","","","","","44.5897229984278","","","","","45.5580665126922","","","","","46.9745401329285","","","","","46.7584473459071","46.715161800986","47.1947634661092","47.8028963839379","48.3242757953411","48.9736364058864","",
"IDA total","IDA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.8925196335109","","","","","50.256687507482","","","","","50.418655096421","","","","","47.767523870211","","","","","46.3742985792048","47.8944252416458","47.9522858715573","47.7130918853491","46.4421198872598","45.8332469667427","",
"IDA blend","IDB","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.7385867378402","","","","","57.3764988236157","","","","","57.5527502876975","","","","","51.4771324409253","","","","","47.5101910484251","49.078786114587","48.1303086661416","47.4098522112368","45.9140970452093","44.9985687826921","",
"Indonesia","IDN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.64906382","","","","","16.66599067","","","","","16.49438573","","","","","17.11373179","","","","","14.49991068","14.8452272","14.94642061","15.55812536","15.23766797","15.40820407","",
"IDA only","IDX","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.1603223729852","","","","","46.0623807193124","","","","","46.3049624102915","","","","","45.6830075409815","","","","","45.747069771458","47.2416567410654","47.8543843036525","47.8795092364843","46.7312937779078","46.2892948033426","",
"Isle of Man","IMN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.86864301","","","","","60.60455536","","","","","61.49603362","","","","","65.66193004","","","","","64.63060009","63.86602195","66.08989937","68.96813884","71.62337709","74.32984681","",
"Not classified","INX","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.79789184","","","","","10.26351045","","","","","9.854683477","","","","","9.261923204","","","","","9.315093402","9.344139284","9.582682389","9.614099788","9.694570008","9.799825902","",
"Iran, Islamic Rep.","IRN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.43830915","","","","","47.25099269","","","","","48.02147067","","","","","37.22546487","","","","","48.09925658","46.62644713","45.39340976","44.78403369","43.67268667","42.98979197","",
"Iraq","IRQ","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.48222313","","","","","50.26479353","","","","","50.95662132","","","","","55.06001284","","","","","90.65935023","83.88459879","78.57561599","66.38925866","58.86882866","51.99596281","",
"Iceland","ISL","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.404837946","","","","","8.171335937","","","","","8.018388389","","","","","7.901968162","","","","","7.833622919","7.725124105","7.641008895","7.591107901","7.697073981","7.78903328","",
"Israel","ISR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.93355073","","","","","17.28715428","","","","","17.12624191","","","","","16.73646008","","","","","18.08463961","17.82445218","18.01229813","18.96548792","19.94741583","21.09447276","",
"Italy","ITA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.52287282","","","","","16.83137384","","","","","15.44006304","","","","","14.22591662","","","","","14.64620473","14.37746445","14.57311469","16.64030991","17.90572685","19.86123293","",
"Jamaica","JAM","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.73941823","","","","","20.54640863","","","","","20.51293437","","","","","19.94518639","","","","","13.64875631","14.42893754","15.6526909","17.05290558","16.81027962","16.99207352","",
"Jordan","JOR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.78224668","","","","","30.4957129","","","","","29.75398248","","","","","29.11889943","","","","","36.02868609","34.75692723","34.56808995","35.53203593","37.03792968","38.79814209","",
"Japan","JPN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.73448875","","","","","12.54349306","","","","","12.45214952","","","","","13.20743784","","","","","12.35442871","11.79530762","11.98730649","12.41386444","12.90119799","13.33416293","",
"Kazakhstan","KAZ","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.28113957","","","","","16.37632379","","","","","16.51784006","","","","","14.98541998","","","","","16.83214082","17.14139032","18.16183816","18.2666365","19.12674537","19.66999774","",
"Kenya","KEN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.4419444","","","","","16.45444814","","","","","16.1797936","","","","","15.14638636","","","","","15.0399724","16.1242234","16.64042643","16.73233923","16.51064549","16.29880428","",
"Kyrgyz Republic","KGZ","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.92317459","","","","","14.87305912","","","","","14.97518453","","","","","14.96126118","","","","","15.86480362","15.8096858","16.12652952","15.88369369","16.77185302","16.92166624","",
"Cambodia","KHM","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.81131271","","","","","25.05560949","","","","","25.1825367","","","","","28.17367825","","","","","24.77074065","25.235386","26.12645373","27.49315224","27.76846904","29.03890178","",
"Kiribati","KIR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.430736694","","","","","4.458143672","","","","","4.479850383","","","","","4.314494951","","","","","3.410355156","3.329558243","3.319247321","3.325495619","3.397615039","3.446646019","",
"St. Kitts and Nevis","KNA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.55577054","","","","","25.67516194","","","","","25.77766471","","","","","25.97494325","","","","","25.17929851","23.81396861","24.93615507","26.10631611","27.51764649","28.66424214","",
"Kuwait","KWT","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.22610877","","","","","62.77439248","","","","","65.89427637","","","","","65.58517836","","","","","104.1890789","102.8482505","103.7350314","87.22681884","77.05769694","67.43349003","",
"Latin America & Caribbean (excluding high income)","LAC","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.092090770404","","","","","21.8048491646879","","","","","23.2294900957527","","","","","21.8652015609639","","","","","17.1030171116264","17.7653077594861","18.1667173160899","18.2129013166784","17.7956151714539","17.8419060991357","",
"Lao PDR","LAO","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.65765136","","","","","26.94943894","","","","","27.17834793","","","","","30.15931667","","","","","28.10376675","28.70205772","29.04353856","31.0061745","31.23780134","32.56943026","",
"Lebanon","LBN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.74490559","","","","","23.33750154","","","","","24.63055079","","","","","24.68310541","","","","","28.40289918","27.54087011","27.15373527","28.79200433","30.56520468","32.60158923","",
"Liberia","LBR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.47510305","","","","","10.32988699","","","","","10.53349317","","","","","9.466795539","","","","","9.530500407","10.58214462","11.12994883","10.03425693","8.976974996","7.851815034","",
"Libya","LBY","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.65998867","","","","","54.49092994","","","","","54.19345144","","","","","54.22123122","","","","","67.71389865","61.08713909","58.69926446","64.27003391","71.10513256","79.20020559","",
"St. Lucia","LCA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.08846037","","","","","19.15039293","","","","","19.44802973","","","","","16.97655007","","","","","14.36179792","14.40420799","14.79109908","14.85330826","14.33470058","14.00929929","",
"Latin America & Caribbean","LCN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.0014793240233","","","","","21.7010569279573","","","","","23.1299526178191","","","","","21.7940670398675","","","","","17.1788073336464","17.7969068681488","18.2157842319035","18.2552387123806","17.8311989342119","17.883133893081","",
"Least developed countries: UN classification","LDC","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.3370957852654","","","","","48.4392596407907","","","","","48.8121803752511","","","","","48.5681927823529","","","","","48.3411812600406","49.8856381531954","50.4518415772043","50.6819417671339","49.4965567512236","49.1406155076739","",
"Low income","LIC","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.9584993932008","","","","","42.9622409374373","","","","","43.3828407203003","","","","","39.5493185866678","","","","","39.4522269399329","41.3945286348338","41.6750128760506","40.8475302600888","39.7243262767428","38.8071666984245","",
"Liechtenstein","LIE","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.9307486","","","","","29.93270948","","","","","30.71722048","","","","","30.41385172","","","","","26.85367452","27.10590215","27.96518221","28.14849492","27.96620125","27.92362221","",
"Lower middle income","LMC","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.6366150987907","","","","","51.4623758827806","","","","","52.0641798461693","","","","","53.762909182723","","","","","52.6453739395474","52.720591273683","53.7327253987988","55.3976664592583","56.2763675012335","57.6050826368254","",
"Low & middle income","LMY","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.6770477154461","","","","","44.6778193338978","","","","","45.692429053001","","","","","47.1151186025527","","","","","46.8665776497227","46.818879046501","47.3209930317306","47.9342986128368","48.4599378871617","49.1169603918068","",
"Lesotho","LSO","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.18792602","","","","","26.348943","","","","","27.80416806","","","","","26.39929039","","","","","22.7534192","22.32359606","22.18348968","23.08287203","23.8663077","24.70117006","",
"Late-demographic dividend","LTE","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.9013044651384","","","","","38.7376328995273","","","","","39.8400799031531","","","","","42.8707104441929","","","","","43.4020239439762","42.7515183310111","42.8345304128022","42.6702814199365","43.3832997470946","43.7421907592649","",
"Lithuania","LTU","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.91937236","","","","","22.22962392","","","","","18.48781706","","","","","17.4990803","","","","","18.7971457","18.69884361","16.88664606","18.50825871","18.94196512","19.06499459","",
"Luxembourg","LUX","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.34025669","","","","","18.27980147","","","","","16.97141088","","","","","16.24854947","","","","","16.36504676","16.37103967","16.20486376","16.32351279","16.51841848","16.58784625","",
"Latvia","LVA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.20605356","","","","","21.72067028","","","","","18.24626796","","","","","17.43835938","","","","","18.38863954","17.81409163","16.12200735","18.2766284","19.27617816","20.41799195","",
"Macao SAR, China","MAC","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.30555369","","","","","21.95005159","","","","","21.71926621","","","","","21.34272111","","","","","19.77921702","18.99027151","18.69624536","19.963239","21.37583231","22.99104134","",
"Monaco","MCO","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.32808997","","","","","26.32338046","","","","","21.99469699","","","","","18.60683421","","","","","20.73523235","21.13791114","21.03083613","20.76655481","20.66418945","20.5543623","",
"Madagascar","MDG","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.86214703","","","","","19.11081013","","","","","19.35995483","","","","","18.2877897","","","","","17.34748194","17.23861885","18.17180817","18.35847941","19.09647319","19.67682043","",
"Maldives","MDV","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.02909368","","","","","29.38614394","","","","","30.29161728","","","","","31.61021199","","","","","25.0998534","24.73152335","25.7814608","27.66795405","28.42403633","29.05613639","",
"Middle East & North Africa","MEA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.8605264189743","","","","","50.1224073914652","","","","","51.2752077742012","","","","","49.58629928197","","","","","61.9790527059584","60.9666109818452","61.2233605838306","61.0309088752651","60.6484895498022","60.8717304938825","",
"Mexico","MEX","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.5987073","","","","","26.56755931","","","","","28.90617401","","","","","26.01751822","","","","","20.24403003","20.55218688","21.57759745","20.74051439","20.44662996","20.23982419","",
"Marshall Islands","MHL","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.58620368","","","","","12.30546364","","","","","12.91087609","","","","","12.50873445","","","","","12.06338901","11.62965038","11.41086389","11.54343274","11.92971051","11.91659108","",
"Middle income","MIC","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.8167025091216","","","","","44.825749366061","","","","","45.9043928511","","","","","47.8635208274558","","","","","47.6590152965714","47.4078530596452","47.9438371225031","48.7285647707761","49.4545285507845","50.3092074209228","",
"Macedonia, FYR","MKD","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.73356776","","","","","41.75290108","","","","","35.85635145","","","","","29.0470203","","","","","34.89951527","35.13390758","34.17353781","36.7426215","38.57433694","40.4789043","",
"Mali","MLI","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.23760033","","","","","61.39992072","","","","","59.90442308","","","","","53.49259412","","","","","59.93972609","64.59120193","57.46155815","53.19781262","47.91998492","44.0063041","",
"Malta","MLT","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.41583917","","","","","13.80087084","","","","","13.25441504","","","","","11.8289078","","","","","14.65019882","13.39748959","12.60269966","13.56580398","14.50619675","15.67337266","",
"Myanmar","MMR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.70233318","","","","","43.82090267","","","","","44.2287147","","","","","47.97633578","","","","","45.83475784","45.86618325","48.24699239","51.1050149","52.44929971","54.38812189","",
"Middle East & North Africa (excluding high income)","MNA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.6643167555874","","","","","47.8297163648701","","","","","48.274223004701","","","","","46.2803040227153","","","","","56.348011038588","55.1108064837742","54.7687080952944","55.6480258971643","56.299509286563","57.5778719175115","",
"Montenegro","MNE","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.92523186","","","","","19.73243016","","","","","18.48868534","","","","","17.23125088","","","","","21.12891688","21.05196721","20.60699749","21.80198912","22.53063554","23.35266451","",
